                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 0.7397,                0.93162,                 1.2652,                0.87545,                0.93479,                0.93403,                0.71973,                0.82872,                0.59993,                  1.409,              0.0085249,              0.0085249,              0.0085249
                    151,                0.73233,                0.93431,                 1.2582,                0.89883,                0.89078,                0.93467,                0.71422,                 0.8362,                0.60648,                 1.4155,               0.008515,               0.008515,               0.008515
                    152,                0.73223,                0.91647,                 1.2563,                0.89765,                0.89231,                0.93077,                0.71269,                0.84311,                0.61356,                 1.4207,              0.0085051,              0.0085051,              0.0085051
                    153,                0.73653,                0.93686,                 1.2641,                0.89138,                0.90531,                0.93314,                0.71181,                0.84437,                0.60695,                 1.4297,              0.0084952,              0.0084952,              0.0084952
                    154,                0.73819,                0.93284,                 1.2618,                0.89461,                0.89328,                0.93096,                0.71444,                0.83702,                 0.6119,                 1.4214,              0.0084853,              0.0084853,              0.0084853
                    155,                0.73276,                0.92054,                 1.2592,                0.88458,                0.90219,                 0.9354,                0.72207,                 0.8358,                0.60308,                 1.4189,              0.0084754,              0.0084754,              0.0084754
                    156,                0.73223,                0.91837,                  1.259,                0.89738,                0.90449,                0.93758,                0.71807,                0.83952,                0.59411,                   1.42,              0.0084655,              0.0084655,              0.0084655
                    157,                0.72435,                0.90459,                  1.253,                0.90488,                 0.9233,                0.94326,                0.72332,                0.83449,                0.57344,                 1.4189,              0.0084556,              0.0084556,              0.0084556
                    158,                0.72735,                0.92517,                 1.2551,                0.89866,                0.93409,                  0.944,                0.72877,                0.84149,                0.56136,                  1.423,              0.0084457,              0.0084457,              0.0084457
                    159,                0.72362,                0.92104,                 1.2449,                0.90361,                0.92709,                0.94347,                0.72501,                0.84608,                0.56571,                 1.4285,              0.0084358,              0.0084358,              0.0084358
                    160,                0.71928,                0.92177,                 1.2552,                 0.8639,                0.93798,                0.93962,                0.71493,                0.83157,                0.59102,                 1.4158,              0.0084259,              0.0084259,              0.0084259
                    161,                0.72465,                0.91215,                 1.2529,                0.86012,                0.93571,                 0.9442,                0.72203,                0.82845,                0.58938,                 1.4149,               0.008416,               0.008416,               0.008416
                    162,                0.71628,                0.89951,                 1.2396,                0.88093,                0.91993,                0.94363,                0.71803,                0.83926,                0.58873,                 1.4236,              0.0084061,              0.0084061,              0.0084061
                    163,                0.72157,                0.90078,                 1.2471,                0.87492,                0.93067,                0.94594,                0.71853,                 0.8357,                0.57799,                 1.4242,              0.0083962,              0.0083962,              0.0083962
                    164,                 0.7364,                0.92766,                 1.2606,                0.87693,                 0.9268,                0.94326,                0.72007,                0.83199,                0.56734,                 1.4197,              0.0083863,              0.0083863,              0.0083863
                    165,                0.71874,                0.90344,                 1.2414,                0.89834,                0.90632,                0.94127,                0.72122,                0.82754,                0.57383,                 1.4139,              0.0083764,              0.0083764,              0.0083764
                    166,                0.71669,                0.89833,                 1.2487,                0.89702,                0.92318,                0.93994,                 0.7219,                0.83623,                0.58224,                 1.4144,              0.0083665,              0.0083665,              0.0083665
                    167,                 0.7114,                0.89767,                 1.2362,                0.91548,                 0.9056,                0.93621,                 0.7198,                0.83103,                0.58921,                 1.4096,              0.0083566,              0.0083566,              0.0083566
                    168,                0.71787,                0.87999,                 1.2405,                0.90152,                0.90862,                0.93724,                0.72273,                0.82027,                0.59082,                 1.4003,              0.0083467,              0.0083467,              0.0083467
                    169,                0.70184,                 0.8878,                 1.2373,                0.90508,                0.91186,                 0.9401,                0.72642,                0.81499,                0.59383,                 1.3961,              0.0083368,              0.0083368,              0.0083368
                    170,                0.70529,                0.88737,                 1.2414,                0.90272,                0.90758,                0.93876,                0.72631,                0.81133,                0.59251,                 1.3932,              0.0083269,              0.0083269,              0.0083269
                    171,                0.71457,                0.88505,                 1.2385,                0.91926,                0.90537,                0.94151,                0.72507,                0.81028,                0.57961,                 1.3944,               0.008317,               0.008317,               0.008317
                    172,                0.71419,                 0.8983,                 1.2414,                0.90717,                0.91716,                0.93912,                0.72513,                0.81477,                 0.5845,                 1.4007,              0.0083071,              0.0083071,              0.0083071
                    173,                0.69753,                0.86828,                 1.2229,                0.91526,                 0.9121,                0.94249,                0.73132,                 0.8141,                0.57051,                 1.3996,              0.0082972,              0.0082972,              0.0082972
                    174,                0.70268,                0.87478,                 1.2322,                0.92121,                0.91055,                0.94485,                0.73061,                0.82348,                0.56177,                  1.408,              0.0082873,              0.0082873,              0.0082873
                    175,                0.70398,                0.87708,                 1.2392,                0.92048,                0.91604,                0.94204,                0.72367,                0.82432,                0.56863,                 1.4132,              0.0082774,              0.0082774,              0.0082774
                    176,                0.70793,                 0.8892,                 1.2329,                0.91755,                0.91166,                0.94193,                0.72513,                0.82289,                0.56057,                 1.4195,              0.0082675,              0.0082675,              0.0082675
                    177,                0.70193,                0.86801,                 1.2307,                0.91806,                 0.9037,                0.94297,                0.72903,                0.82541,                0.55541,                  1.423,              0.0082576,              0.0082576,              0.0082576
                    178,                0.70855,                0.86432,                 1.2371,                0.90285,                0.91471,                0.94172,                 0.7258,                0.82012,                0.55377,                 1.4164,              0.0082477,              0.0082477,              0.0082477
                    179,                0.69648,                0.88027,                   1.23,                0.89989,                0.92384,                0.94174,                0.72806,                0.82643,                0.55536,                 1.4209,              0.0082378,              0.0082378,              0.0082378
                    180,                0.69868,                0.85485,                 1.2303,                0.89791,                0.91839,                0.94274,                0.72771,                 0.8299,                0.55663,                 1.4231,              0.0082279,              0.0082279,              0.0082279
                    181,                 0.6928,                0.86962,                 1.2199,                0.89375,                0.92125,                0.94243,                0.72858,                 0.8309,                  0.555,                 1.4244,               0.008218,               0.008218,               0.008218
                    182,                0.70996,                0.88917,                 1.2343,                0.86892,                0.94425,                0.94136,                0.72808,                0.82558,                0.55787,                 1.4181,              0.0082081,              0.0082081,              0.0082081
                    183,                0.68892,                0.86023,                 1.2266,                0.89496,                0.90803,                0.93927,                 0.7296,                0.82007,                0.56186,                 1.4086,              0.0081982,              0.0081982,              0.0081982
                    184,                0.68897,                 0.8451,                 1.2203,                0.91323,                0.90966,                0.94293,                  0.729,                0.81505,                0.56699,                 1.4037,              0.0081883,              0.0081883,              0.0081883
                    185,                0.69736,                0.86864,                 1.2296,                0.90546,                0.91512,                 0.9463,                0.72858,                0.81632,                0.56486,                 1.4061,              0.0081784,              0.0081784,              0.0081784
                    186,                0.69263,                0.85848,                  1.231,                0.91635,                 0.9095,                0.94757,                0.73239,                0.81951,                0.56242,                 1.4104,              0.0081685,              0.0081685,              0.0081685
                    187,                0.69939,                0.86112,                 1.2295,                0.91226,                0.92093,                0.94906,                0.73144,                0.82537,                0.56106,                 1.4133,              0.0081586,              0.0081586,              0.0081586
                    188,                0.68879,                0.84689,                 1.2227,                0.90217,                0.92881,                0.94847,                0.72791,                 0.8261,                0.55484,                  1.414,              0.0081487,              0.0081487,              0.0081487
                    189,                0.69485,                0.85479,                 1.2273,                0.90882,                0.92268,                0.94969,                0.73291,                0.81832,                  0.554,                 1.4023,              0.0081388,              0.0081388,              0.0081388
                    190,                0.68936,                0.83586,                 1.2218,                0.88955,                0.93324,                0.94827,                0.73133,                0.81362,                0.56274,                 1.3985,              0.0081289,              0.0081289,              0.0081289
                    191,                0.67704,                0.82922,                 1.2152,                0.91124,                0.91832,                0.94637,                0.73399,                0.81455,                0.56411,                 1.4003,               0.008119,               0.008119,               0.008119
                    192,                 0.6889,                0.84601,                 1.2156,                0.90388,                 0.9267,                  0.947,                0.73064,                 0.8166,                0.56369,                 1.4056,              0.0081091,              0.0081091,              0.0081091
                    193,                0.68463,                 0.8408,                 1.2124,                0.91806,                0.90774,                 0.9456,                0.73075,                0.81264,                0.56095,                 1.4036,              0.0080992,              0.0080992,              0.0080992
                    194,                0.67136,                0.82904,                 1.2149,                0.90302,                0.91371,                0.94327,                0.72844,                0.80837,                0.55981,                 1.4017,              0.0080893,              0.0080893,              0.0080893
                    195,                 0.6865,                0.85227,                 1.2147,                0.91443,                0.91337,                0.94083,                0.72836,                 0.8096,                0.55912,                 1.3997,              0.0080794,              0.0080794,              0.0080794
                    196,                0.67776,                0.83495,                 1.2189,                0.91873,                0.91141,                0.94078,                0.72847,                0.80632,                0.55469,                 1.3963,              0.0080695,              0.0080695,              0.0080695
                    197,                0.69046,                0.85736,                 1.2236,                0.91983,                0.91051,                 0.9431,                0.72927,                0.80927,                0.55069,                 1.3973,              0.0080596,              0.0080596,              0.0080596
                    198,                0.69283,                 0.8588,                 1.2217,                0.90699,                0.91762,                0.94335,                0.73445,                0.80661,                0.55409,                 1.3955,              0.0080497,              0.0080497,              0.0080497
                    199,                0.68317,                0.83957,                 1.2204,                0.90472,                0.91721,                 0.9445,                 0.7358,                0.80605,                0.55056,                 1.3967,              0.0080398,              0.0080398,              0.0080398
                    200,                0.68062,                0.82937,                  1.212,                0.91904,                0.90885,                0.94434,                0.73828,                0.80585,                0.55186,                 1.3988,              0.0080299,              0.0080299,              0.0080299
                    201,                0.67107,                0.82548,                 1.2069,                0.91488,                0.90811,                 0.9451,                0.73567,                0.80133,                0.54887,                 1.3957,                0.00802,                0.00802,                0.00802
                    202,                0.67675,                0.83002,                 1.2125,                0.89345,                0.92122,                0.94519,                0.73181,                0.80001,                 0.5503,                 1.3955,              0.0080101,              0.0080101,              0.0080101
                    203,                0.67499,                 0.8061,                 1.2113,                0.89674,                0.92485,                 0.9449,                0.73736,                0.79825,                0.55259,                 1.3936,              0.0080002,              0.0080002,              0.0080002
                    204,                0.66705,                0.81281,                 1.2006,                0.89625,                0.92451,                0.94544,                   0.74,                0.79909,                0.55538,                 1.3947,              0.0079903,              0.0079903,              0.0079903
                    205,                0.68391,                0.84019,                 1.2151,                0.89518,                  0.916,                0.94203,                0.73613,                0.80257,                 0.5613,                 1.3977,              0.0079804,              0.0079804,              0.0079804
                    206,                0.67456,                0.82064,                 1.2117,                0.88409,                0.91896,                0.94118,                 0.7374,                0.79992,                0.56425,                 1.3947,              0.0079705,              0.0079705,              0.0079705
                    207,                0.66376,                0.81327,                 1.2047,                0.88459,                0.92766,                0.94201,                0.73848,                0.79628,                0.56512,                 1.3927,              0.0079606,              0.0079606,              0.0079606
                    208,                0.67272,                0.82444,                 1.2108,                 0.8918,                0.91807,                0.94339,                0.73974,                0.79403,                0.56613,                 1.3893,              0.0079507,              0.0079507,              0.0079507
                    209,                0.66757,                0.81931,                 1.2075,                 0.8943,                0.91564,                0.94338,                0.73616,                0.79742,                0.56943,                 1.3927,              0.0079408,              0.0079408,              0.0079408
                    210,                0.66188,                0.80673,                 1.1949,                0.89422,                0.91031,                0.94281,                0.73731,                0.80421,                0.57079,                  1.397,              0.0079309,              0.0079309,              0.0079309
                    211,                0.67179,                0.82148,                 1.2106,                  0.891,                0.91002,                0.94175,                 0.7381,                0.80663,                0.57387,                 1.4004,               0.007921,               0.007921,               0.007921
                    212,                0.66391,                0.81168,                 1.1998,                0.88306,                0.91972,                0.94152,                0.73591,                0.80827,                0.57288,                 1.4001,              0.0079111,              0.0079111,              0.0079111
                    213,                0.66984,                0.80254,                 1.2026,                0.88139,                0.92168,                0.94146,                0.73418,                0.80717,                 0.5678,                  1.399,              0.0079012,              0.0079012,              0.0079012
                    214,                0.65909,                0.80042,                 1.1922,                0.87456,                0.91906,                0.94264,                0.73337,                0.80375,                 0.5612,                  1.397,              0.0078913,              0.0078913,              0.0078913
                    215,                0.66859,                0.82512,                 1.2033,                0.88221,                0.91778,                0.94311,                0.73414,                0.80398,                0.55624,                 1.3955,              0.0078814,              0.0078814,              0.0078814
                    216,                0.65267,                0.79655,                 1.1905,                0.88431,                0.92333,                0.94462,                0.73561,                0.80575,                0.55104,                  1.398,              0.0078715,              0.0078715,              0.0078715
                    217,                0.65392,                0.79688,                 1.1886,                0.88177,                0.92564,                0.94293,                0.73542,                0.80551,                0.54987,                 1.3994,              0.0078616,              0.0078616,              0.0078616
                    218,                 0.6637,                0.80941,                 1.1937,                0.88689,                0.92681,                0.94278,                0.73769,                0.80404,                0.54831,                 1.4005,              0.0078517,              0.0078517,              0.0078517
                    219,                0.65763,                0.77463,                 1.1956,                0.87859,                0.93483,                0.94416,                0.73701,                0.80261,                0.54599,                 1.3993,              0.0078418,              0.0078418,              0.0078418
                    220,                0.65511,                0.79746,                 1.1959,                0.88332,                0.93245,                0.94385,                0.73987,                0.80312,                0.54776,                 1.3988,              0.0078319,              0.0078319,              0.0078319
                    221,                0.65498,                0.78951,                  1.195,                0.89759,                  0.919,                0.94364,                0.74093,                0.79971,                0.54621,                 1.3967,               0.007822,               0.007822,               0.007822
                    222,                0.65286,                0.77824,                 1.1936,                0.89378,                0.92467,                0.94306,                 0.7402,                0.80009,                0.53894,                 1.3983,              0.0078121,              0.0078121,              0.0078121
                    223,                0.65509,                0.78717,                 1.1887,                0.89572,                0.93168,                 0.9427,                0.74224,                 0.8002,                0.53583,                 1.3991,              0.0078022,              0.0078022,              0.0078022
                    224,                0.65521,                0.78853,                 1.1939,                0.89448,                0.93762,                0.94419,                0.74115,                0.79988,                0.53696,                 1.3997,              0.0077923,              0.0077923,              0.0077923
                    225,                0.65249,                 0.7866,                 1.1882,                0.89166,                0.93824,                0.94518,                0.74557,                 0.8006,                 0.5354,                 1.4015,              0.0077824,              0.0077824,              0.0077824
                    226,                0.65628,                0.78856,                 1.1971,                0.89196,                0.94325,                0.94595,                 0.7447,                0.79874,                0.53629,                 1.3993,              0.0077725,              0.0077725,              0.0077725
                    227,                0.65073,                0.77285,                 1.1905,                0.89296,                0.94113,                0.94544,                0.74585,                0.79728,                0.53523,                 1.3963,              0.0077626,              0.0077626,              0.0077626
                    228,                0.65302,                0.77997,                 1.1873,                0.88929,                0.94481,                 0.9441,                0.74526,                0.79719,                0.53596,                 1.3948,              0.0077527,              0.0077527,              0.0077527
                    229,                0.65169,                 0.7823,                 1.1905,                0.88993,                0.94293,                0.94537,                0.74692,                0.79787,                0.53392,                  1.394,              0.0077428,              0.0077428,              0.0077428
                    230,                0.65203,                0.78623,                 1.1895,                0.89333,                0.94284,                0.94573,                0.74791,                0.79858,                0.53463,                 1.3939,              0.0077329,              0.0077329,              0.0077329
                    231,                0.64501,                0.77711,                 1.1839,                0.90152,                0.94336,                0.94644,                 0.7462,                0.79837,                0.53333,                 1.3925,               0.007723,               0.007723,               0.007723
                    232,                0.64501,                0.78134,                 1.1916,                0.89845,                0.94391,                0.94684,                0.74642,                0.79744,                0.53085,                 1.3919,              0.0077131,              0.0077131,              0.0077131
                    233,                0.64707,                0.78216,                 1.1918,                0.90394,                0.94049,                0.94686,                0.74472,                0.79682,                 0.5303,                 1.3921,              0.0077032,              0.0077032,              0.0077032
                    234,                0.64779,                0.77849,                   1.18,                0.90259,                0.93965,                0.94727,                0.74158,                0.79502,                0.52964,                  1.391,              0.0076933,              0.0076933,              0.0076933
                    235,                0.65023,                0.75989,                 1.1907,                0.89844,                  0.942,                0.94687,                 0.7391,                0.79566,                0.52995,                 1.3921,              0.0076834,              0.0076834,              0.0076834
                    236,                0.64503,                0.77234,                 1.1864,                0.89914,                0.94188,                0.94702,                0.74285,                0.79689,                0.53228,                 1.3939,              0.0076735,              0.0076735,              0.0076735
                    237,                0.64173,                0.76999,                 1.1813,                0.90281,                0.93583,                0.94729,                0.74469,                0.79597,                0.52986,                 1.3918,              0.0076636,              0.0076636,              0.0076636
                    238,                0.63851,                0.76122,                 1.1755,                0.90623,                0.93164,                0.94817,                0.74574,                0.79597,                 0.5294,                 1.3913,              0.0076537,              0.0076537,              0.0076537
                    239,                0.63218,                0.76116,                 1.1726,                0.90951,                0.92459,                0.94783,                0.74458,                0.79486,                 0.5271,                   1.39,              0.0076438,              0.0076438,              0.0076438
                    240,                0.64003,                0.76743,                  1.187,                0.89829,                0.94296,                0.94748,                0.74341,                0.79498,                0.52409,                 1.3895,              0.0076339,              0.0076339,              0.0076339
                    241,                0.63636,                0.77736,                  1.183,                0.90314,                0.94026,                0.94734,                0.74421,                0.79425,                0.52423,                 1.3892,               0.007624,               0.007624,               0.007624
                    242,                0.64288,                0.75808,                 1.1847,                0.91167,                0.93207,                0.94705,                0.74531,                0.79431,                0.52481,                 1.3892,              0.0076141,              0.0076141,              0.0076141
                    243,                0.63164,                 0.7599,                   1.18,                0.90363,                0.93589,                0.94694,                0.74356,                0.79461,                0.52637,                 1.3916,              0.0076042,              0.0076042,              0.0076042
                    244,                0.62588,                0.75487,                 1.1791,                0.91021,                0.93516,                 0.9468,                0.74135,                0.79398,                0.52552,                 1.3914,              0.0075943,              0.0075943,              0.0075943
                    245,                0.62978,                0.75404,                 1.1735,                0.90549,                0.93263,                0.94706,                0.74141,                0.79436,                0.52526,                 1.3928,              0.0075844,              0.0075844,              0.0075844
                    246,                0.63944,                0.75694,                 1.1818,                0.89334,                0.94136,                0.94711,                0.73981,                0.79605,                0.52531,                 1.3956,              0.0075745,              0.0075745,              0.0075745
                    247,                0.63426,                0.76124,                   1.18,                0.89486,                0.93978,                0.94712,                0.74274,                0.79619,                0.52567,                 1.3957,              0.0075646,              0.0075646,              0.0075646
                    248,                0.63641,                0.74477,                 1.1766,                 0.9005,                0.93482,                0.94731,                0.74223,                0.79504,                0.52638,                 1.3953,              0.0075547,              0.0075547,              0.0075547
                    249,                0.63972,                0.77025,                 1.1825,                0.89646,                0.93441,                0.94786,                0.74501,                0.79396,                0.52638,                 1.3951,              0.0075448,              0.0075448,              0.0075448
                    250,                0.63022,                0.74773,                 1.1785,                0.89992,                0.93963,                0.94785,                0.74276,                0.79515,                0.52726,                 1.3947,              0.0075349,              0.0075349,              0.0075349
                    251,                0.62578,                0.74444,                  1.171,                0.89833,                 0.9397,                 0.9481,                0.74376,                0.79496,                0.52608,                 1.3948,               0.007525,               0.007525,               0.007525
                    252,                0.63526,                0.75968,                 1.1761,                0.89834,                 0.9394,                0.94862,                0.74758,                0.79632,                0.52513,                 1.3975,              0.0075151,              0.0075151,              0.0075151
                    253,                0.63186,                0.73816,                 1.1724,                0.89868,                0.93877,                0.94849,                0.74603,                0.79824,                0.52426,                 1.3994,              0.0075052,              0.0075052,              0.0075052
                    254,                0.62665,                0.74574,                 1.1712,                0.89043,                0.94123,                0.94813,                 0.7465,                0.79875,                0.52331,                 1.4009,              0.0074953,              0.0074953,              0.0074953
                    255,                0.63064,                0.74579,                 1.1711,                0.88481,                 0.9419,                0.94773,                0.74547,                 0.7982,                0.52261,                 1.4012,              0.0074854,              0.0074854,              0.0074854
                    256,                0.63307,                 0.7529,                  1.172,                0.87979,                 0.9428,                0.94788,                0.74522,                0.79707,                0.52288,                 1.4003,              0.0074755,              0.0074755,              0.0074755
                    257,                0.62129,                  0.735,                 1.1695,                0.88752,                0.93711,                0.94836,                0.74366,                0.79705,                0.52258,                  1.401,              0.0074656,              0.0074656,              0.0074656
                    258,                0.62276,                0.73713,                 1.1644,                0.89127,                0.93398,                0.94867,                 0.7453,                0.79568,                0.52228,                 1.4006,              0.0074557,              0.0074557,              0.0074557
                    259,                0.62938,                0.75291,                 1.1727,                0.89055,                0.93418,                0.94889,                0.74666,                0.79577,                0.52259,                 1.4013,              0.0074458,              0.0074458,              0.0074458
                    260,                0.62764,                0.73954,                 1.1706,                0.88751,                0.94003,                 0.9491,                0.74642,                0.79579,                0.52262,                 1.4024,              0.0074359,              0.0074359,              0.0074359
                    261,                0.62469,                0.74511,                  1.174,                 0.8898,                0.93973,                0.94952,                0.74755,                0.79563,                 0.5234,                 1.4015,               0.007426,               0.007426,               0.007426
                    262,                 0.6179,                0.73584,                  1.167,                0.88926,                 0.9401,                0.94891,                0.74921,                0.79548,                0.52381,                 1.4014,              0.0074161,              0.0074161,              0.0074161
                    263,                0.61178,                0.74216,                 1.1627,                0.88768,                0.93733,                0.94844,                0.74864,                0.79459,                0.52486,                 1.4003,              0.0074062,              0.0074062,              0.0074062
                    264,                0.61862,                0.73593,                 1.1621,                0.88428,                0.93831,                0.94851,                0.74782,                0.79348,                0.52592,                 1.4001,              0.0073963,              0.0073963,              0.0073963
                    265,                0.62192,                0.72948,                  1.166,                0.87724,                0.94212,                0.94823,                0.74797,                0.79258,                0.52608,                 1.3998,              0.0073864,              0.0073864,              0.0073864
                    266,                0.62373,                0.73768,                 1.1671,                0.87762,                0.94349,                0.94899,                0.74838,                0.79277,                0.52605,                 1.4002,              0.0073765,              0.0073765,              0.0073765
                    267,                0.61206,                0.71533,                 1.1578,                 0.8724,                0.94413,                0.94808,                0.74819,                 0.7923,                0.52511,                 1.3994,              0.0073666,              0.0073666,              0.0073666
                    268,                0.61491,                0.72724,                 1.1598,                0.86918,                0.94722,                0.94769,                0.74603,                 0.7927,                0.52373,                 1.3997,              0.0073567,              0.0073567,              0.0073567
                    269,                0.62295,                0.73744,                 1.1649,                  0.873,                 0.9481,                0.94821,                0.74571,                0.79283,                 0.5234,                 1.3998,              0.0073468,              0.0073468,              0.0073468
                    270,                0.62327,                0.72839,                 1.1617,                0.87254,                0.94862,                0.94858,                0.74573,                0.79258,                0.52296,                 1.3995,              0.0073369,              0.0073369,              0.0073369
                    271,                0.61619,                 0.7158,                  1.164,                 0.8704,                0.94713,                0.94869,                0.74678,                0.79323,                 0.5224,                 1.4001,               0.007327,               0.007327,               0.007327
                    272,                0.62412,                0.73544,                 1.1736,                0.87149,                0.94689,                0.94829,                0.74613,                0.79385,                0.52128,                 1.4005,              0.0073171,              0.0073171,              0.0073171
                    273,                0.62169,                 0.7396,                 1.1699,                0.87533,                0.94513,                0.94809,                0.74725,                0.79431,                0.52041,                 1.4009,              0.0073072,              0.0073072,              0.0073072
                    274,                0.61425,                0.72961,                 1.1605,                0.87182,                0.94936,                0.94892,                0.74763,                0.79507,                0.51829,                 1.4018,              0.0072973,              0.0072973,              0.0072973
                    275,                0.61404,                0.72435,                 1.1572,                  0.871,                0.95632,                0.94998,                0.74738,                 0.7951,                0.51771,                 1.4016,              0.0072874,              0.0072874,              0.0072874
                    276,                0.61205,                0.72645,                 1.1582,                0.86907,                0.95707,                0.95031,                0.74882,                0.79513,                0.51726,                 1.4012,              0.0072775,              0.0072775,              0.0072775
                    277,                0.61288,                0.72463,                 1.1642,                0.89116,                0.92489,                0.94929,                0.74863,                0.79549,                0.51662,                 1.4016,              0.0072676,              0.0072676,              0.0072676
                    278,                0.61584,                 0.7343,                 1.1588,                0.89116,                0.93237,                 0.9498,                0.74891,                0.79546,                0.51631,                 1.4011,              0.0072577,              0.0072577,              0.0072577
                    279,                0.62079,                0.73734,                 1.1674,                0.89243,                0.93231,                0.95003,                0.74948,                0.79555,                0.51578,                 1.4016,              0.0072478,              0.0072478,              0.0072478
                    280,                0.61314,                0.70437,                 1.1619,                0.89275,                0.93276,                0.95023,                0.74968,                0.79527,                0.51636,                 1.4013,              0.0072379,              0.0072379,              0.0072379
                    281,                0.61182,                0.71424,                 1.1531,                0.89323,                0.93273,                0.95041,                0.74978,                0.79457,                 0.5166,                  1.401,               0.007228,               0.007228,               0.007228
                    282,                0.60865,                0.72566,                 1.1574,                0.89365,                0.93184,                0.95048,                0.75122,                0.79477,                0.51636,                 1.4014,              0.0072181,              0.0072181,              0.0072181
                    283,                 0.6048,                0.71839,                 1.1538,                0.89369,                0.93126,                0.95068,                0.75087,                0.79444,                0.51675,                 1.4008,              0.0072082,              0.0072082,              0.0072082
                    284,                 0.6133,                0.72746,                 1.1662,                0.86506,                0.95895,                0.95022,                0.75115,                0.79449,                0.51722,                 1.4008,              0.0071983,              0.0071983,              0.0071983
                    285,                0.60802,                0.70695,                 1.1525,                0.86287,                0.95471,                0.94968,                0.75017,                0.79498,                0.51616,                 1.4008,              0.0071884,              0.0071884,              0.0071884
                    286,                0.60392,                0.70317,                 1.1522,                0.86033,                0.96001,                 0.9493,                0.74865,                0.79556,                0.51683,                 1.4012,              0.0071785,              0.0071785,              0.0071785
                    287,                  0.609,                0.71847,                 1.1637,                 0.8611,                0.96001,                0.94906,                0.74877,                0.79553,                0.51712,                 1.4009,              0.0071686,              0.0071686,              0.0071686
                    288,                0.60914,                0.70679,                 1.1566,                0.85902,                0.95967,                0.94854,                0.74799,                0.79607,                0.51749,                 1.4009,              0.0071587,              0.0071587,              0.0071587
                    289,                0.59251,                0.69231,                 1.1419,                0.85955,                0.95861,                0.94889,                0.74739,                0.79603,                0.51887,                 1.4006,              0.0071488,              0.0071488,              0.0071488
                    290,                0.60276,                0.71429,                 1.1489,                0.85976,                0.95862,                0.94911,                0.74838,                0.79541,                 0.5194,                 1.3997,              0.0071389,              0.0071389,              0.0071389
                    291,                0.60591,                0.71967,                 1.1519,                0.86333,                0.95824,                0.94962,                0.74964,                0.79537,                0.51898,                 1.3994,               0.007129,               0.007129,               0.007129
                    292,                 0.6051,                0.71546,                 1.1565,                0.89266,                0.92488,                0.94968,                0.74898,                0.79515,                0.51933,                  1.399,              0.0071191,              0.0071191,              0.0071191
                    293,                0.59767,                0.69509,                  1.146,                  0.867,                0.95572,                 0.9494,                0.74855,                0.79446,                0.51922,                 1.3984,              0.0071092,              0.0071092,              0.0071092
                    294,                0.60622,                 0.7033,                 1.1466,                0.88995,                0.92942,                0.94953,                0.75048,                0.79435,                0.51795,                 1.3985,              0.0070993,              0.0070993,              0.0070993
                    295,                0.59992,                0.70483,                 1.1509,                0.88721,                0.92731,                0.94963,                0.74795,                0.79418,                0.51794,                 1.3985,              0.0070894,              0.0070894,              0.0070894
                    296,                0.59916,                0.68616,                 1.1484,                0.89125,                0.93051,                0.95026,                0.74809,                0.79454,                0.51714,                 1.3984,              0.0070795,              0.0070795,              0.0070795
                    297,                0.60996,                0.69534,                 1.1556,                0.87353,                0.94248,                0.95026,                 0.7486,                 0.7951,                0.51618,                 1.3996,              0.0070696,              0.0070696,              0.0070696
                    298,                0.59596,                0.70691,                 1.1442,                0.89177,                0.93497,                0.95093,                0.75069,                0.79572,                0.51599,                 1.4002,              0.0070597,              0.0070597,              0.0070597
                    299,                0.59855,                0.69011,                 1.1448,                0.89201,                0.93381,                0.95053,                0.75068,                0.79518,                0.51647,                    1.4,              0.0070498,              0.0070498,              0.0070498
                    300,                0.60245,                0.69764,                 1.1487,                0.89176,                0.93491,                0.95047,                0.75258,                0.79526,                0.51619,                 1.4001,              0.0070399,              0.0070399,              0.0070399
                    301,                0.59423,                0.69143,                  1.147,                 0.8919,                0.93535,                0.95037,                0.75206,                0.79558,                0.51531,                 1.4002,                0.00703,                0.00703,                0.00703
                    302,                0.60303,                0.70137,                 1.1491,                0.89268,                0.93815,                0.95034,                0.75153,                0.79577,                0.51524,                 1.4003,              0.0070201,              0.0070201,              0.0070201
                    303,                 0.5999,                0.70019,                 1.1522,                0.89048,                0.93574,                0.95067,                 0.7528,                0.79584,                0.51457,                    1.4,              0.0070102,              0.0070102,              0.0070102
                    304,                0.59713,                0.68791,                 1.1461,                0.89216,                0.93869,                0.95075,                0.75266,                0.79597,                0.51534,                    1.4,              0.0070003,              0.0070003,              0.0070003
                    305,                0.59233,                0.68779,                 1.1458,                0.92335,                0.89856,                0.95051,                0.75287,                0.79657,                0.51457,                 1.4008,              0.0069904,              0.0069904,              0.0069904
                    306,                0.59049,                0.69491,                 1.1397,                0.92308,                0.89958,                0.95053,                0.75175,                0.79597,                0.51425,                 1.4001,              0.0069805,              0.0069805,              0.0069805
                    307,                0.59494,                0.70055,                 1.1459,                0.92334,                0.89934,                0.95077,                0.75283,                0.79633,                0.51265,                 1.4005,              0.0069706,              0.0069706,              0.0069706
                    308,                0.58932,                0.68654,                 1.1401,                0.92497,                0.90019,                0.95096,                0.75379,                0.79633,                0.51246,                 1.4005,              0.0069607,              0.0069607,              0.0069607
