                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.42973,                0.46071,                 1.0368,                0.93127,                0.94136,                0.96274,                0.79762,                0.66638,                0.42132,                 1.3346,              0.0084952,              0.0084952,              0.0084952
                    154,                0.42835,                0.45228,                 1.0341,                0.93427,                0.94655,                0.96543,                0.80007,                0.67718,                0.40539,                 1.3486,              0.0084853,              0.0084853,              0.0084853
                    155,                   0.43,                 0.4549,                 1.0395,                0.94552,                0.93816,                0.96385,                0.80044,                0.68715,                 0.4121,                 1.3623,              0.0084754,              0.0084754,              0.0084754
                    156,                0.42605,                0.44979,                 1.0377,                0.92974,                0.94711,                0.96462,                0.80472,                0.68199,                 0.4104,                 1.3557,              0.0084655,              0.0084655,              0.0084655
                    157,                0.42991,                0.44333,                 1.0373,                0.94798,                 0.9486,                0.96278,                0.80289,                 0.6666,                0.40853,                 1.3494,              0.0084556,              0.0084556,              0.0084556
                    158,                0.43333,                0.45666,                 1.0383,                0.94452,                0.93867,                0.96422,                0.80598,                0.66393,                0.40472,                 1.3405,              0.0084457,              0.0084457,              0.0084457
                    159,                 0.4255,                0.45388,                 1.0275,                0.92117,                0.95627,                0.96778,                0.79978,                0.68044,                0.40717,                 1.3619,              0.0084358,              0.0084358,              0.0084358
                    160,                0.42781,                0.44652,                  1.037,                0.91624,                 0.9468,                 0.9688,                0.80065,                0.68577,                0.40242,                 1.3633,              0.0084259,              0.0084259,              0.0084259
                    161,                0.42579,                0.44583,                 1.0335,                0.90169,                0.96603,                0.96668,                0.80617,                0.67328,                0.40467,                 1.3602,               0.008416,               0.008416,               0.008416
                    162,                0.41774,                0.43564,                  1.027,                0.94083,                0.94044,                0.96739,                0.79968,                0.69006,                0.40422,                 1.3692,              0.0084061,              0.0084061,              0.0084061
                    163,                0.42314,                0.44583,                 1.0322,                0.94662,                0.95169,                0.96921,                0.80102,                0.68416,                0.39563,                 1.3536,              0.0083962,              0.0083962,              0.0083962
                    164,                0.42755,                0.45198,                 1.0369,                 0.9363,                0.95177,                0.96697,                0.80298,                0.67536,                0.39902,                 1.3455,              0.0083863,              0.0083863,              0.0083863
                    165,                0.41489,                0.43946,                 1.0225,                0.93805,                0.95131,                0.96871,                0.81136,                0.67257,                0.39618,                 1.3496,              0.0083764,              0.0083764,              0.0083764
                    166,                0.41812,                0.43458,                 1.0334,                0.93576,                0.95547,                 0.9688,                0.80596,                0.66785,                0.40168,                 1.3393,              0.0083665,              0.0083665,              0.0083665
                    167,                0.41719,                0.44227,                  1.022,                0.93334,                0.95128,                0.96861,                0.80616,                0.67204,                0.39799,                 1.3479,              0.0083566,              0.0083566,              0.0083566
                    168,                0.41466,                0.43164,                  1.024,                0.93037,                0.96653,                 0.9691,                0.80858,                0.67919,                 0.4004,                  1.357,              0.0083467,              0.0083467,              0.0083467
                    169,                0.41155,                 0.4382,                 1.0286,                0.93497,                0.95711,                0.97172,                0.80907,                 0.6749,                0.39224,                 1.3492,              0.0083368,              0.0083368,              0.0083368
                    170,                0.41165,                0.42625,                  1.025,                0.94878,                0.94704,                0.97279,                0.80589,                0.68533,                0.38659,                 1.3636,              0.0083269,              0.0083269,              0.0083269
                    171,                0.41426,                0.43396,                 1.0252,                0.92286,                0.96589,                 0.9716,                0.80386,                0.67879,                0.38723,                 1.3687,               0.008317,               0.008317,               0.008317
                    172,                0.41421,                0.44692,                 1.0281,                0.93111,                0.94887,                0.96959,                0.80598,                0.67589,                0.39341,                 1.3609,              0.0083071,              0.0083071,              0.0083071
                    173,                0.40982,                0.43096,                 1.0199,                0.94946,                0.93711,                0.96924,                0.80863,                0.67149,                0.40464,                 1.3582,              0.0082972,              0.0082972,              0.0082972
                    174,                0.41759,                0.43693,                 1.0286,                0.92901,                 0.9469,                0.96597,                0.80891,                0.67555,                0.40013,                 1.3642,              0.0082873,              0.0082873,              0.0082873
                    175,                0.41866,                0.43659,                 1.0294,                   0.94,                0.93278,                0.96665,                0.81031,                0.67479,                0.39189,                 1.3622,              0.0082774,              0.0082774,              0.0082774
                    176,                0.41104,                 0.4315,                 1.0192,                0.93715,                0.95199,                0.96778,                0.81334,                0.67306,                0.38868,                 1.3561,              0.0082675,              0.0082675,              0.0082675
                    177,                0.40835,                0.43003,                 1.0232,                0.93626,                0.95886,                0.96898,                0.81435,                0.66904,                0.39682,                 1.3477,              0.0082576,              0.0082576,              0.0082576
                    178,                 0.4105,                  0.422,                  1.021,                0.95312,                0.94435,                0.97121,                0.81467,                0.67237,                 0.3933,                 1.3452,              0.0082477,              0.0082477,              0.0082477
                    179,                0.40936,                0.42556,                 1.0229,                0.94503,                0.95589,                0.96971,                0.80821,                0.67819,                0.38995,                 1.3546,              0.0082378,              0.0082378,              0.0082378
                    180,                0.41065,                0.42464,                 1.0223,                0.92991,                0.95526,                0.96852,                0.80543,                0.68152,                 0.3965,                 1.3664,              0.0082279,              0.0082279,              0.0082279
                    181,                0.40392,                0.42672,                 1.0146,                0.92043,                0.97002,                0.96867,                0.80157,                0.68508,                0.39299,                 1.3752,               0.008218,               0.008218,               0.008218
                    182,                0.41561,                0.43628,                  1.026,                0.91268,                0.95866,                0.96755,                0.80378,                0.68851,                0.39856,                 1.3778,              0.0082081,              0.0082081,              0.0082081
                    183,                0.40331,                0.42526,                 1.0232,                0.93418,                0.92739,                0.96635,                0.80355,                0.68358,                0.40305,                 1.3697,              0.0081982,              0.0081982,              0.0081982
                    184,                0.40162,                0.41612,                 1.0162,                0.92492,                0.93746,                0.96473,                0.79984,                0.68955,                0.40383,                 1.3672,              0.0081883,              0.0081883,              0.0081883
                    185,                0.40368,                0.42357,                 1.0194,                 0.9305,                0.93703,                0.96571,                0.79968,                 0.6821,                0.40289,                 1.3577,              0.0081784,              0.0081784,              0.0081784
                    186,                0.40392,                0.42121,                 1.0239,                0.93237,                 0.9353,                0.96298,                0.80086,                0.67654,                0.40376,                 1.3471,              0.0081685,              0.0081685,              0.0081685
                    187,                0.40315,                 0.4236,                 1.0215,                0.93521,                0.93675,                0.96691,                0.79959,                0.68135,                0.39781,                 1.3551,              0.0081586,              0.0081586,              0.0081586
                    188,                0.39458,                0.41543,                 1.0144,                0.93461,                0.93584,                0.96633,                0.80058,                0.68055,                0.39441,                 1.3615,              0.0081487,              0.0081487,              0.0081487
                    189,                0.39778,                0.41691,                 1.0179,                0.93713,                0.93513,                0.96647,                0.80162,                0.67569,                0.38869,                 1.3581,              0.0081388,              0.0081388,              0.0081388
                    190,                0.39478,                0.41524,                 1.0138,                0.92847,                0.94878,                0.96725,                0.80451,                  0.676,                0.38608,                 1.3581,              0.0081289,              0.0081289,              0.0081289
